Application_order,Course,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Gender,Scholarship_holder,Age_at_enrollment,Unemployment_rate,Inflation_rate,GDP,Status,Total_enrolled_grade,Total_enrolled_units,Total_approved_units,Total_evaluation_units
1,Social Service,120.0,19,19,4,5,114.8,Yes,Female,No,19,16.2,0.3,-0.92,Dropout,22.38095238,12,7,23
3,Nursing,150.0,19,19,5,5,132.8,Yes,Female,Yes,18,9.4,-0.8,-3.12,Graduate,26.0225,16,16,16
1,Agronomy,140.0,19,19,9,4,140.0,No,Female,No,21,15.5,2.8,-4.06,Dropout,22.666666669999998,12,7,24
1,Nursing,103.0,1,19,9,9,108.3,No,Female,Yes,20,11.1,0.6,2.02,Enrolled,0.0,14,0,29
1,Veterinary Nursing,150.0,3,19,2,4,150.0,Yes,Female,No,22,12.4,0.5,1.79,Graduate,25.666666669999998,12,9,27
1,Management (evening attendance),160.0,37,37,9,9,160.0,No,Female,No,26,12.7,3.7,-1.7,Graduate,23.4,10,10,12
1,Communication Design,131.0,37,37,3,3,131.7,Yes,Female,No,20,12.7,3.7,-1.7,Graduate,25.966666670000002,12,11,13
1,Nursing,114.0,19,38,5,3,112.6,Yes,Female,No,19,16.2,0.3,-0.92,Graduate,25.5,15,13,20
1,Management (evening attendance),120.0,37,37,9,9,111.1,No,Female,No,31,7.6,2.6,0.32,Graduate,22.2,10,9,14
3,Nursing,140.0,1,19,9,7,127.5,Yes,Female,Yes,20,15.5,2.8,-4.06,Graduate,24.063777780000002,15,15,19
1,Veterinary Nursing,130.0,19,38,7,7,120.2,Yes,Female,No,20,10.8,1.4,1.74,Graduate,25.428571429999998,10,9,19
4,Nursing,121.0,37,37,5,5,118.9,Yes,Female,No,21,16.2,0.3,-0.92,Graduate,28.93968254,15,15,16
4,Nursing,130.0,19,19,9,7,119.9,Yes,Female,No,18,12.4,0.5,1.79,Graduate,26.3925,15,15,15
2,Nursing,141.0,37,1,9,4,127.3,Yes,Female,Yes,19,7.6,2.6,0.32,Graduate,27.6,14,12,14
1,Basic Education,131.0,19,19,3,7,127.9,Yes,Female,Yes,18,13.9,-0.3,0.79,Graduate,30.0,14,14,14
1,Journalism and Communication,133.1,19,19,7,9,133.0,No,Female,No,40,16.2,0.3,-0.92,Enrolled,25.6,12,10,15
6,Social Service,117.0,1,38,4,7,114.6,No,Female,Yes,18,13.9,-0.3,0.79,Graduate,25.47619047,12,12,13
2,Veterinary Nursing,151.0,40,4,2,2,144.5,Yes,Female,No,18,8.9,1.4,3.51,Graduate,30.5,12,12,13
1,Nursing,131.0,1,19,4,3,125.4,Yes,Female,No,19,15.5,2.8,-4.06,Graduate,24.666666669999998,15,12,27
1,Social Service,145.0,38,38,9,7,145.0,No,Female,Yes,19,12.4,0.5,1.79,Graduate,26.0,12,12,13
1,Agronomy,135.0,38,38,9,6,138.1,No,Female,No,28,8.9,1.4,3.51,Dropout,0.0,12,0,13
1,Communication Design,119.0,37,38,9,8,124.6,Yes,Female,No,20,7.6,2.6,0.32,Graduate,25.166666669999998,12,12,12
2,Journalism and Communication,122.0,37,37,9,9,130.8,Yes,Female,No,18,9.4,-0.8,-3.12,Graduate,24.25,12,9,23
2,Nursing,155.0,1,1,4,3,140.5,Yes,Female,No,18,7.6,2.6,0.32,Graduate,30.5,14,12,14
1,Veterinary Nursing,123.0,19,37,9,9,124.1,Yes,Female,Yes,20,9.4,-0.8,-3.12,Graduate,26.0,10,8,23
1,Social Service,130.0,38,19,9,4,118.4,No,Female,No,28,16.2,0.3,-0.92,Graduate,24.16783217,29,24,29
1,Basic Education,133.1,43,1,153,135,128.2,No,Female,No,23,8.9,1.4,3.51,Graduate,29.51388889,26,25,29
1,Basic Education,114.0,19,37,5,5,109.5,Yes,Female,No,19,16.2,0.3,-0.92,Dropout,21.0,14,6,17
1,Social Service,137.0,38,19,152,171,131.1,Yes,Female,Yes,18,8.9,1.4,3.51,Graduate,25.0,12,12,14
3,Journalism and Communication,161.0,37,37,9,9,137.9,No,Female,Yes,20,10.8,1.4,1.74,Graduate,24.3,12,11,13
1,Animation and Multimedia Design,133.1,3,1,2,4,128.2,Yes,Female,No,20,11.1,0.6,2.02,Graduate,24.00854701,23,21,31
1,Management (evening attendance),133.1,37,37,9,9,126.5,No,Female,No,27,7.6,2.6,0.32,Dropout,10.5,10,2,10
1,Basic Education,128.0,1,1,9,9,120.0,Yes,Female,No,18,12.7,3.7,-1.7,Dropout,24.0,12,5,24
2,Oral Hygiene,133.1,19,19,4,6,123.0,No,Female,Yes,37,10.8,1.4,1.74,Graduate,23.28571429,15,15,21
1,Nursing,130.0,19,19,4,6,130.0,No,Female,No,42,12.4,0.5,1.79,Dropout,26.78666667,14,8,21
6,Nursing,147.0,1,38,4,8,141.1,Yes,Female,No,20,13.9,-0.3,0.79,Dropout,27.2125,15,14,17
1,Informatics Engineering,140.0,34,34,9,9,140.0,No,Male,No,34,15.5,2.8,-4.06,Dropout,0.0,10,0,10
1,Informatics Engineering,140.0,3,3,3,2,133.6,Yes,Male,No,22,10.8,1.4,1.74,Dropout,0.0,10,0,0
2,Tourism,133.1,19,19,9,5,123.5,No,Male,No,39,12.4,0.5,1.79,Graduate,26.833333330000002,12,12,12
1,Nursing,141.0,37,37,9,9,136.3,Yes,Male,Yes,18,7.6,2.6,0.32,Graduate,27.03333334,14,12,14
2,Communication Design,128.0,37,37,9,9,123.5,Yes,Male,Yes,21,8.9,1.4,3.51,Graduate,26.45238096,12,12,14
1,Veterinary Nursing,150.0,37,37,90,10,112.0,No,Male,No,34,10.8,1.4,1.74,Dropout,0.0,12,0,0
1,Agronomy,160.0,37,37,9,9,160.0,No,Male,Yes,22,16.2,0.3,-0.92,Graduate,26.125,12,12,18
1,Agronomy,133.1,1,37,4,7,110.0,No,Male,No,31,16.2,0.3,-0.92,Dropout,14.4,12,3,35
3,Basic Education,128.0,38,37,5,9,116.8,Yes,Male,No,19,10.8,1.4,1.74,Dropout,12.0,12,4,22
5,Tourism,114.0,38,1,5,9,109.5,No,Male,No,19,10.8,1.4,1.74,Dropout,0.0,10,0,15
1,Oral Hygiene,133.1,37,37,9,10,100.0,No,Male,No,31,15.5,2.8,-4.06,Dropout,0.0,14,0,14
1,Management,126.0,19,38,5,6,117.3,Yes,Female,No,19,13.9,-0.3,0.79,Enrolled,21.3,10,6,21
2,Advertising and Marketing Management,133.1,37,19,9,9,130.0,No,Female,No,30,9.4,-0.8,-3.12,Dropout,0.0,12,0,0
1,Nursing,129.0,37,38,3,3,137.8,Yes,Female,Yes,20,11.1,0.6,2.02,Graduate,31.65365079,15,15,16
1,Nursing,140.0,19,38,7,7,136.5,Yes,Female,Yes,18,12.4,0.5,1.79,Graduate,29.63857143,15,15,16
1,Management (evening attendance),133.1,37,37,5,5,138.7,No,Female,No,31,10.8,1.4,1.74,Dropout,22.333333330000002,10,6,13
1,Tourism,134.0,19,1,9,4,124.9,Yes,Female,No,19,7.6,2.6,0.32,Dropout,23.25,12,7,22
1,Social Service (evening attendance),133.1,37,37,9,7,140.0,No,Female,Yes,43,8.9,1.4,3.51,Dropout,0.0,11,0,11
2,Tourism,132.0,38,38,9,8,122.6,Yes,Female,Yes,20,13.9,-0.3,0.79,Graduate,27.166666669999998,12,12,12
2,Nursing,131.0,1,1,5,9,129.5,Yes,Female,Yes,19,9.4,-0.8,-3.12,Graduate,27.895,16,16,16
1,Advertising and Marketing Management,133.1,3,1,1,7,155.0,No,Female,No,22,9.4,-0.8,-3.12,Dropout,11.33333333,10,3,11
1,Social Service (evening attendance),133.1,3,1,1,7,100.0,No,Female,No,26,16.2,0.3,-0.92,Graduate,25.03571429,15,14,18
1,Management,160.0,19,19,5,8,137.6,Yes,Female,Yes,19,10.8,1.4,1.74,Graduate,23.85,10,10,14
1,Nursing,120.0,19,3,4,2,120.0,Yes,Female,No,29,12.7,3.7,-1.7,Dropout,24.5,16,12,16
1,Oral Hygiene,114.0,3,19,122,144,114.0,No,Female,No,20,8.9,1.4,3.51,Enrolled,11.66666667,14,2,26
1,Management (evening attendance),140.0,37,37,9,7,139.0,No,Female,Yes,38,9.4,-0.8,-3.12,Enrolled,22.4,10,10,15
1,Agronomy,100.0,37,37,9,5,110.0,No,Female,No,41,15.5,2.8,-4.06,Graduate,24.533333329999998,24,21,39
6,Nursing,139.0,19,38,4,9,128.5,Yes,Female,No,19,12.7,3.7,-1.7,Dropout,26.13333334,16,12,20
1,Communication Design,136.0,1,38,4,5,132.2,No,Female,No,19,10.8,1.4,1.74,Graduate,27.708333330000002,12,12,14
1,Nursing,130.0,3,19,2,3,130.0,No,Female,No,43,16.2,0.3,-0.92,Dropout,13.83333333,14,3,14
1,Equinculture,145.0,38,37,9,7,129.3,Yes,Female,No,19,10.8,1.4,1.74,Graduate,25.0,10,10,10
1,Animation and Multimedia Design,133.1,19,38,9,8,128.2,Yes,Male,Yes,19,8.9,1.4,3.51,Enrolled,26.15151515,23,22,27
6,Nursing,146.0,2,19,3,9,130.3,Yes,Male,No,18,9.4,-0.8,-3.12,Graduate,27.4925,16,16,16
1,Animation and Multimedia Design,159.0,3,3,2,2,162.5,Yes,Male,No,19,16.2,0.3,-0.92,Dropout,0.0,0,0,0
1,Social Service (evening attendance),133.1,34,34,0,0,130.0,No,Male,No,38,9.4,-0.8,-3.12,Dropout,0.0,12,0,0
1,Equinculture,110.0,19,19,4,8,110.0,Yes,Male,No,37,16.2,0.3,-0.92,Dropout,0.0,12,0,15
1,Advertising and Marketing Management,120.0,1,19,4,10,142.3,Yes,Female,Yes,26,10.8,1.4,1.74,Graduate,27.833333330000002,12,11,16
1,Social Service,130.0,37,37,9,9,122.0,Yes,Female,Yes,21,12.7,3.7,-1.7,Enrolled,21.4,12,6,21
3,Veterinary Nursing,158.0,1,19,9,9,153.6,Yes,Female,Yes,18,8.9,1.4,3.51,Graduate,30.95238096,12,12,15
1,Basic Education,122.0,3,19,2,3,112.9,No,Female,No,18,16.2,0.3,-0.92,Graduate,23.71428572,14,14,16
1,Veterinary Nursing,140.0,3,1,2,4,124.1,No,Female,No,18,9.4,-0.8,-3.12,Graduate,28.1,10,10,17
1,Social Service,136.0,38,1,9,4,129.7,No,Female,No,19,15.5,2.8,-4.06,Graduate,25.88095238,12,12,13
1,Journalism and Communication,111.0,19,19,9,9,110.0,Yes,Female,No,18,11.1,0.6,2.02,Graduate,24.6,12,11,14
2,Nursing,145.0,2,38,3,8,136.3,Yes,Female,No,18,12.7,3.7,-1.7,Enrolled,24.57142858,16,14,24
1,Social Service,133.1,38,38,191,193,146.0,No,Female,Yes,19,8.9,1.4,3.51,Graduate,25.666666669999998,12,12,13
1,Nursing,140.0,19,38,7,8,129.9,No,Female,No,19,16.2,0.3,-0.92,Dropout,0.0,15,0,0
1,Tourism,140.0,19,1,9,8,140.9,Yes,Female,Yes,18,12.7,3.7,-1.7,Graduate,25.85714286,12,10,17
1,Nursing,156.0,1,1,9,10,135.5,No,Female,No,18,12.7,3.7,-1.7,Graduate,27.8,16,14,16
1,Nursing,132.0,38,37,9,7,122.0,Yes,Female,Yes,20,10.8,1.4,1.74,Graduate,27.63428572,16,14,16
1,Oral Hygiene,140.0,1,19,4,5,140.0,No,Female,Yes,22,8.9,1.4,3.51,Graduate,26.18928571,15,13,20
1,Equinculture,164.0,34,1,0,0,163.0,No,Female,No,18,7.6,2.6,0.32,Dropout,0.0,12,0,0
4,Tourism,113.0,38,19,7,7,107.4,Yes,Female,Yes,19,12.4,0.5,1.79,Graduate,24.33333334,12,12,12
1,Tourism,122.0,37,37,9,9,114.3,Yes,Female,Yes,20,7.6,2.6,0.32,Dropout,22.583333330000002,12,7,24
1,Communication Design,150.0,2,3,3,2,140.8,No,Female,No,19,10.8,1.4,1.74,Enrolled,25.15,12,11,14
2,Journalism and Communication,135.0,37,37,5,5,126.3,Yes,Female,Yes,20,8.9,1.4,3.51,Graduate,29.23809524,12,12,13
1,Veterinary Nursing,133.1,3,19,2,9,110.0,No,Female,No,28,11.1,0.6,2.02,Dropout,24.0,12,8,29
2,Veterinary Nursing,122.0,1,1,193,101,126.2,No,Female,No,19,12.4,0.5,1.79,Graduate,26.666666669999998,12,9,26
1,Agronomy,140.0,19,1,5,5,140.0,No,Female,No,22,15.5,2.8,-4.06,Enrolled,26.23809524,12,10,22
1,Veterinary Nursing,138.0,1,3,9,1,123.0,Yes,Female,No,19,15.5,2.8,-4.06,Graduate,28.16346154,12,12,23
3,Journalism and Communication,130.0,19,19,5,5,157.0,Yes,Female,No,18,13.9,-0.3,0.79,Dropout,0.0,12,0,0
1,Equinculture,157.0,5,43,2,2,149.7,Yes,Female,No,18,8.9,1.4,3.51,Graduate,29.833333330000002,12,12,12
1,Equinculture,140.0,2,1,2,3,140.0,Yes,Female,No,22,12.7,3.7,-1.7,Graduate,25.53571429,10,9,20
1,Veterinary Nursing,170.0,1,19,4,7,170.0,No,Female,No,20,8.9,1.4,3.51,Graduate,31.24786325,20,20,22
1,Management (evening attendance),150.0,1,37,9,7,130.2,No,Female,Yes,24,16.2,0.3,-0.92,Graduate,25.03571429,10,10,16
1,Animation and Multimedia Design,146.0,1,38,9,9,135.5,Yes,Female,No,22,11.1,0.6,2.02,Enrolled,23.083333330000002,34,23,41
1,Social Service (evening attendance),120.0,38,19,5,4,118.3,No,Female,No,20,12.7,3.7,-1.7,Enrolled,26.166666669999998,12,11,13
1,Oral Hygiene,118.0,19,38,9,9,116.3,Yes,Female,Yes,20,12.7,3.7,-1.7,Graduate,23.84513889,15,15,20
1,Social Service (evening attendance),120.0,38,1,9,9,120.0,No,Female,No,35,10.8,1.4,1.74,Dropout,0.0,12,0,0
1,Advertising and Marketing Management,154.0,1,1,5,7,154.7,No,Female,Yes,18,9.4,-0.8,-3.12,Graduate,24.4,10,10,11
2,Social Service,139.0,2,3,3,3,132.7,Yes,Female,No,19,9.4,-0.8,-3.12,Graduate,22.83333334,12,12,16
1,Nursing,136.0,3,3,3,3,130.8,No,Female,No,18,16.2,0.3,-0.92,Graduate,28.65714286,15,15,16
2,Tourism,130.0,1,38,4,9,122.7,Yes,Female,No,18,7.6,2.6,0.32,Dropout,21.75,12,8,23
1,Social Service,133.1,1,2,4,6,130.0,No,Female,No,31,9.4,-0.8,-3.12,Enrolled,26.166666669999998,12,12,14
1,Social Service,133.0,19,19,5,7,123.6,No,Female,Yes,19,15.5,2.8,-4.06,Graduate,27.5,12,12,14
1,Nursing,143.0,38,37,4,9,116.5,Yes,Female,Yes,20,15.5,2.8,-4.06,Graduate,25.6875,15,15,18
3,Veterinary Nursing,117.0,19,38,5,7,111.1,No,Female,No,21,15.5,2.8,-4.06,Dropout,0.0,12,0,0
3,Nursing,145.0,19,38,9,7,136.3,Yes,Female,Yes,18,12.7,3.7,-1.7,Graduate,27.94285714,16,14,16
5,Communication Design,134.0,34,1,5,7,129.8,Yes,Female,No,18,9.4,-0.8,-3.12,Dropout,11.0,12,2,7
1,Management (evening attendance),170.0,38,19,4,8,134.7,No,Female,No,33,10.8,1.4,1.74,Graduate,28.13333333,10,10,11
2,Advertising and Marketing Management,143.0,37,37,9,7,131.8,Yes,Female,Yes,18,12.4,0.5,1.79,Enrolled,26.37142857,12,11,14
1,Animation and Multimedia Design,140.0,37,37,7,9,126.8,Yes,Female,Yes,18,12.7,3.7,-1.7,Dropout,0.0,0,0,0
1,Veterinary Nursing,131.0,37,37,9,6,130.7,No,Female,No,21,10.8,1.4,1.74,Enrolled,22.5,10,6,22
3,Tourism,115.0,37,19,5,5,109.8,Yes,Female,No,19,10.8,1.4,1.74,Enrolled,23.25,12,8,16
1,Management (evening attendance),130.0,3,19,2,3,133.9,No,Female,No,28,16.2,0.3,-0.92,Graduate,26.857142850000002,10,10,14
1,Management,130.0,1,19,9,9,109.9,No,Female,No,29,12.7,3.7,-1.7,Dropout,0.0,9,0,4
1,Equinculture,160.0,1,37,3,3,160.0,Yes,Female,No,36,12.4,0.5,1.79,Dropout,26.666666669999998,12,9,17
1,Social Service (evening attendance),133.1,37,37,9,7,106.5,No,Female,Yes,32,12.7,3.7,-1.7,Graduate,26.0,12,12,14
1,Nursing,130.0,38,37,5,7,120.0,Yes,Female,Yes,25,9.4,-0.8,-3.12,Enrolled,26.58,16,14,22
1,Management (evening attendance),140.0,37,37,3,10,107.8,No,Female,No,33,7.6,2.6,0.32,Enrolled,20.819444439999998,20,17,28
1,Social Service (evening attendance),133.1,34,34,0,0,100.0,No,Female,No,34,9.4,-0.8,-3.12,Dropout,25.0,14,4,28
1,Social Service (evening attendance),150.0,34,34,0,0,112.5,No,Female,No,33,7.6,2.6,0.32,Graduate,22.56666667,12,11,17
1,Management (evening attendance),140.0,37,38,9,8,135.5,No,Female,No,29,16.2,0.3,-0.92,Dropout,25.85,10,5,27
1,Nursing,145.0,1,1,4,10,145.0,No,Female,No,18,12.4,0.5,1.79,Dropout,13.86166667,15,6,23
1,Journalism and Communication,126.0,37,38,7,7,119.0,No,Female,Yes,18,15.5,2.8,-4.06,Graduate,24.30952381,12,12,13
1,Social Service,130.0,37,19,4,5,130.0,No,Female,No,38,16.2,0.3,-0.92,Graduate,28.25,12,10,32
4,Nursing,135.0,38,37,9,8,126.3,Yes,Female,Yes,19,7.6,2.6,0.32,Graduate,30.86666666,14,12,14
1,Social Service (evening attendance),133.1,37,37,9,9,113.5,No,Female,Yes,39,11.1,0.6,2.02,Graduate,29.333333330000002,12,12,12
1,Management (evening attendance),120.0,37,37,9,9,120.0,No,Female,No,37,12.7,3.7,-1.7,Graduate,23.19696969,26,23,36
2,Oral Hygiene,120.0,37,37,5,5,111.3,Yes,Female,No,32,16.2,0.3,-0.92,Dropout,0.0,15,0,15
1,Social Service,147.0,38,34,4,0,130.2,No,Female,No,18,10.8,1.4,1.74,Dropout,0.0,7,0,1
1,Oral Hygiene,149.0,1,1,4,8,140.2,Yes,Female,No,20,12.7,3.7,-1.7,Enrolled,24.958333330000002,15,15,17
5,Communication Design,124.0,37,37,9,9,113.9,Yes,Female,No,20,7.6,2.6,0.32,Graduate,23.33333334,12,12,12
1,Veterinary Nursing,133.1,37,37,9,9,99.0,Yes,Female,Yes,23,8.9,1.4,3.51,Graduate,27.0952381,12,12,14
2,Management,125.0,1,19,4,9,124.0,Yes,Female,No,19,10.8,1.4,1.74,Enrolled,22.95,10,9,16
1,Social Service,141.0,37,38,9,10,138.9,No,Female,No,18,13.9,-0.3,0.79,Graduate,27.88095238,12,12,15
1,Management,131.0,38,19,9,9,130.0,Yes,Male,No,19,10.8,1.4,1.74,Graduate,24.244444440000002,10,10,15
4,Journalism and Communication,118.0,1,38,5,7,120.8,Yes,Female,No,20,12.4,0.5,1.79,Graduate,25.05,12,9,20
6,Nursing,129.0,37,19,9,7,127.8,Yes,Female,No,19,9.4,-0.8,-3.12,Dropout,27.56,16,12,20
3,Nursing,136.0,37,38,4,5,126.0,Yes,Female,No,19,10.8,1.4,1.74,Graduate,30.22,16,14,16
2,Social Service,134.0,1,19,4,5,126.0,No,Female,No,18,10.8,1.4,1.74,Graduate,22.2,12,9,18
1,Nursing,153.0,38,19,9,5,138.5,Yes,Female,Yes,20,10.8,1.4,1.74,Graduate,31.59714286,16,14,16
3,Nursing,119.0,19,37,9,9,119.4,Yes,Female,No,20,12.4,0.5,1.79,Graduate,29.375714289999998,15,15,15
1,Nursing,140.0,38,37,7,7,101.5,Yes,Female,No,24,10.8,1.4,1.74,Graduate,24.32,16,14,22
2,Oral Hygiene,133.1,38,37,7,7,101.5,Yes,Female,No,24,10.8,1.4,1.74,Dropout,0.0,14,0,0
2,Journalism and Communication,130.0,2,1,2,7,126.2,Yes,Female,No,20,12.4,0.5,1.79,Graduate,29.833333330000002,12,12,12
3,Communication Design,128.0,19,19,3,3,129.8,Yes,Female,No,20,9.4,-0.8,-3.12,Enrolled,25.16666666,12,9,12
1,Veterinary Nursing,145.0,38,37,3,9,138.4,Yes,Female,No,18,8.9,1.4,3.51,Enrolled,27.333333330000002,12,12,15
1,Nursing,146.0,1,37,9,9,129.3,No,Female,No,18,12.7,3.7,-1.7,Graduate,28.4,16,14,16
1,Veterinary Nursing,119.0,2,1,4,3,113.1,Yes,Female,No,21,10.8,1.4,1.74,Graduate,25.4,10,10,11
1,Basic Education,160.0,1,38,4,10,144.3,Yes,Female,No,18,9.4,-0.8,-3.12,Graduate,26.666666669999998,12,9,19
5,Nursing,144.0,19,1,5,3,141.0,Yes,Female,Yes,19,12.7,3.7,-1.7,Graduate,24.97142858,16,14,16
1,Veterinary Nursing,130.0,1,1,4,4,130.0,Yes,Female,No,22,11.1,0.6,2.02,Graduate,33.28571429,12,12,14
3,Social Service,122.0,19,19,7,7,117.5,Yes,Female,No,19,8.9,1.4,3.51,Graduate,20.966666670000002,12,11,16
3,Nursing,153.0,37,37,9,9,131.8,Yes,Female,No,18,7.6,2.6,0.32,Graduate,29.43333334,14,12,14
1,Veterinary Nursing,147.0,37,19,9,5,133.7,Yes,Female,Yes,19,10.8,1.4,1.74,Enrolled,24.9,10,7,21
1,Nursing,121.0,38,19,5,5,115.4,Yes,Female,Yes,24,12.7,3.7,-1.7,Enrolled,23.94285714,16,14,16
3,Veterinary Nursing,134.0,38,19,9,5,129.1,No,Female,No,19,7.6,2.6,0.32,Enrolled,25.5,10,7,14
1,Social Service (evening attendance),133.0,38,38,5,2,135.5,No,Female,No,34,10.8,1.4,1.74,Graduate,24.0,12,12,13
5,Veterinary Nursing,118.0,38,38,9,9,112.4,Yes,Female,No,19,15.5,2.8,-4.06,Graduate,29.18269231,22,12,35
1,Nursing,137.0,37,37,7,9,130.8,Yes,Female,Yes,18,7.6,2.6,0.32,Graduate,25.33333334,14,12,14
5,Nursing,143.0,37,37,9,5,131.6,Yes,Female,Yes,19,15.5,2.8,-4.06,Graduate,28.81675,15,15,18
1,Nursing,123.0,19,1,1,1,140.8,No,Female,No,25,10.8,1.4,1.74,Graduate,24.16857142,16,14,16
1,Veterinary Nursing,140.0,3,38,2,9,140.0,Yes,Female,No,21,12.4,0.5,1.79,Enrolled,24.45,24,16,45
1,Tourism,118.0,37,37,7,7,114.2,No,Female,No,18,16.2,0.3,-0.92,Enrolled,23.799999999999997,12,10,20
1,Social Service,142.0,34,38,4,7,127.3,No,Female,Yes,18,9.4,-0.8,-3.12,Graduate,22.5,12,10,21
1,Social Service (evening attendance),115.0,38,38,9,7,115.0,Yes,Female,No,28,9.4,-0.8,-3.12,Graduate,23.8,12,10,16
1,Nursing,131.0,1,38,5,5,118.8,No,Female,Yes,18,12.7,3.7,-1.7,Graduate,23.71428572,16,14,16
1,Tourism,130.0,37,37,9,9,125.0,No,Female,No,41,8.9,1.4,3.51,Graduate,25.28571429,12,11,18
2,Basic Education,133.1,37,37,5,0,111.5,No,Female,No,18,7.6,2.6,0.32,Dropout,25.833333330000002,12,7,22
1,Social Service,134.0,38,19,7,7,124.2,No,Female,Yes,21,15.5,2.8,-4.06,Graduate,22.65,12,8,23
1,Social Service,130.0,34,34,99,99,130.0,No,Female,No,41,11.1,0.6,2.02,Dropout,0.0,12,0,0
1,Communication Design,133.1,3,5,2,2,120.0,Yes,Female,No,32,7.6,2.6,0.32,Dropout,32.0,6,3,6
1,Social Service (evening attendance),114.0,34,34,0,99,110.0,No,Female,No,29,7.6,2.6,0.32,Graduate,22.666666669999998,12,12,17
1,Oral Hygiene,130.0,19,38,9,8,113.3,No,Female,No,24,12.4,0.5,1.79,Enrolled,24.55,15,12,29
1,Oral Hygiene,128.0,38,38,7,8,123.5,Yes,Female,No,22,12.7,3.7,-1.7,Enrolled,22.58194444,15,14,24
1,Social Service,133.1,19,1,1,3,101.0,No,Female,No,21,15.5,2.8,-4.06,Dropout,0.0,12,0,0
1,Nursing,133.1,37,38,9,10,120.9,Yes,Female,No,39,11.1,0.6,2.02,Dropout,24.5625,14,8,25
1,Veterinary Nursing,140.0,37,37,9,9,154.6,No,Female,Yes,44,8.9,1.4,3.51,Enrolled,22.75,12,6,27
1,Management,117.0,37,37,9,9,120.2,Yes,Female,No,20,7.6,2.6,0.32,Enrolled,21.0,10,4,19
3,Nursing,139.0,38,37,9,8,146.5,No,Female,No,21,7.6,2.6,0.32,Graduate,26.8347826,28,24,52
1,Journalism and Communication,159.0,34,26,0,6,160.1,Yes,Female,No,18,7.6,2.6,0.32,Graduate,30.02380953,12,12,13
1,Agronomy,140.0,37,37,5,5,150.0,No,Female,No,34,16.2,0.3,-0.92,Graduate,26.333333330000002,12,10,23
3,Veterinary Nursing,140.0,10,19,90,90,135.8,Yes,Female,No,18,7.6,2.6,0.32,Graduate,28.13333333,10,9,13
1,Animation and Multimedia Design,135.0,19,4,9,2,143.8,Yes,Female,No,19,12.7,3.7,-1.7,Enrolled,0.0,0,0,0
1,Basic Education,121.0,37,19,6,7,116.8,Yes,Female,No,18,9.4,-0.8,-3.12,Dropout,22.33333334,12,6,22
5,Veterinary Nursing,124.0,3,19,2,3,113.9,Yes,Female,No,19,16.2,0.3,-0.92,Graduate,28.428571429999998,12,11,21
3,Nursing,131.0,37,37,9,9,118.0,Yes,Female,Yes,18,12.7,3.7,-1.7,Enrolled,26.48571428,16,14,16
5,Equinculture,160.0,3,1,2,9,150.2,Yes,Female,No,19,12.7,3.7,-1.7,Dropout,25.5,10,3,20
2,Nursing,120.0,3,37,4,7,115.1,Yes,Female,Yes,19,12.4,0.5,1.79,Graduate,25.125,15,13,18
1,Advertising and Marketing Management,140.0,19,19,5,9,131.3,Yes,Female,Yes,18,10.8,1.4,1.74,Graduate,27.166666669999998,12,12,15
1,Management (evening attendance),120.0,37,37,7,7,120.0,Yes,Female,Yes,23,9.4,-0.8,-3.12,Graduate,24.13333333,12,11,16
2,Tourism,118.0,19,37,9,9,110.3,Yes,Female,No,18,11.1,0.6,2.02,Enrolled,24.4,12,10,13
1,Basic Education,133.1,19,22,90,90,100.0,No,Female,No,33,7.6,2.6,0.32,Dropout,23.166666669999998,12,9,15
2,Social Service,111.0,19,38,9,9,110.7,Yes,Female,No,19,8.9,1.4,3.51,Graduate,23.166666669999998,12,12,18
3,Animation and Multimedia Design,140.0,37,38,7,7,143.4,Yes,Female,No,21,9.4,-0.8,-3.12,Dropout,0.0,0,0,0
6,Nursing,125.0,19,19,9,9,115.9,No,Female,No,18,12.4,0.5,1.79,Graduate,26.757142860000002,15,15,16
1,Management (evening attendance),133.1,38,38,5,5,145.0,No,Female,Yes,21,10.8,1.4,1.74,Enrolled,24.05,10,8,14
2,Communication Design,136.0,19,38,4,7,140.9,Yes,Female,No,19,9.4,-0.8,-3.12,Graduate,27.833333330000002,12,12,12
2,Journalism and Communication,115.0,34,38,0,5,108.4,Yes,Female,No,20,7.6,2.6,0.32,Graduate,22.25,12,8,18
1,Journalism and Communication,116.0,37,37,0,5,114.3,Yes,Female,No,20,7.6,2.6,0.32,Dropout,0.0,8,0,16
5,Basic Education,110.0,19,37,7,7,110.0,Yes,Female,No,20,10.8,1.4,1.74,Enrolled,24.083333330000002,12,7,24
1,Social Service,135.0,38,38,4,7,121.7,Yes,Female,Yes,18,7.6,2.6,0.32,Enrolled,11.0,12,4,23
2,Management,131.0,19,37,5,9,123.7,Yes,Female,No,18,7.6,2.6,0.32,Enrolled,28.0,10,2,20
2,Nursing,124.0,37,37,7,7,116.5,Yes,Female,Yes,20,11.1,0.6,2.02,Graduate,29.09333333,15,15,17
1,Social Service,163.0,37,37,5,6,155.0,No,Female,Yes,21,9.4,-0.8,-3.12,Graduate,26.5,12,12,14
1,Nursing,137.0,38,19,9,5,129.3,Yes,Female,No,19,12.7,3.7,-1.7,Graduate,24.14285714,16,14,24
